"workerid","content","short_trigger","ai_block","ai","projective","verb","op","exp_block"
"2702","mary","establish","block2",1,0.25,"establish","n","3"
"2702","mia","confess","block2",1,1,"confess","n","3"
"2702","olivia","be_annoyed","block2",0,1,"be_annoyed","n","3"
"2702","owen","hear","block2",1,0.98,"hear","n","3"
"2702","sophia","say","block2",1,0.25,"say","n","3"
"2702","tony","confirm","block2",0,0.29,"confirm","n","3"
"2702","zoe","be_right","block2",1,0,"be_right","n","3"
"2703","charley","announce","block2",0.92,0.71,"announce","n","3"
"2703","danny","prove","block2",0.91,0.26,"prove","n","3"
"2703","emily","inform","block2",0.51,1,"inform","n","3"
"2703","emma","pretend","block2",0.8,0.03,"pretend","n","3"
"2703","frank","think","block2",1,0.8,"think","n","3"
"2703","grace","demonstrate","block2",0.95,0.03,"demonstrate","n","3"
"2703","isabella","reveal","block2",0.96,0.02,"reveal","n","3"
"2703","jackson","say","block2",0.89,0.29,"say","n","3"
"2703","jayden","discover","block2",0.79,0.88,"discover","n","3"
"2703","jon","confess","block2",0.98,0.79,"confess","n","3"
"2703","josh","be_right","block2",0.72,0.03,"be_right","n","3"
"2703","josie","establish","block2",0.9,0.02,"establish","n","3"
"2703","julian","suggest","block2",0.99,0.08,"suggest","n","3"
"2703","mary","be_annoyed","block2",0.78,0.99,"be_annoyed","n","3"
"2703","mia","acknowledge","block2",0.98,0.99,"acknowledge","n","3"
"2703","olivia","confirm","block2",0.98,0.01,"confirm","n","3"
"2703","owen","hear","block2",0.62,0.02,"hear","n","3"
"2703","sophia","admit","block2",0.9,0.67,"admit","n","3"
"2703","tony","know","block2",0.62,0.02,"know","n","3"
"2703","zoe","see","block2",0.5,0.99,"see","n","3"
"2705","charley","discover","block2",0.9,0.93,"discover","n","3"
"2705","danny","be_right","block2",0.19,0.07,"be_right","n","3"
"2705","emily","hear","block2",0.94,0.94,"hear","n","3"
"2705","emma","establish","block2",0.95,0.92,"establish","n","3"
"2705","frank","know","block2",0.3,0.84,"know","n","3"
"2705","grace","pretend","block2",0.26,0.15,"pretend","n","3"
"2705","isabella","prove","block2",0.86,0.96,"prove","n","3"
"2705","jackson","see","block2",0.1,0.99,"see","n","3"
"2705","jayden","confess","block2",0.88,0.81,"confess","n","3"
"2705","jon","say","block2",0.85,0.83,"say","n","3"
"2705","josh","admit","block2",0.16,0.88,"admit","n","3"
"2705","josie","be_annoyed","block2",0.15,0.95,"be_annoyed","n","3"
"2705","julian","demonstrate","block2",0.86,0.92,"demonstrate","n","3"
"2705","mary","think","block2",0.93,0.14,"think","n","3"
"2705","mia","inform","block2",0.96,0.91,"inform","n","3"
"2705","olivia","suggest","block2",0.85,0.16,"suggest","n","3"
"2705","owen","announce","block2",0.88,0.25,"announce","n","3"
"2705","sophia","acknowledge","block2",0.94,0.92,"acknowledge","n","3"
"2705","tony","reveal","block2",0.95,0.93,"reveal","n","3"
"2705","zoe","confirm","block2",0.92,0.12,"confirm","n","3"
"2706","charley","hear","block2",0.97,1,"hear","n","3"
"2706","danny","say","block2",0.97,0.08,"say","n","3"
"2706","emily","confirm","block2",1,0.23,"confirm","n","3"
"2706","emma","be_annoyed","block2",1,1,"be_annoyed","n","3"
"2706","frank","know","block2",1,0.18,"know","n","3"
"2706","grace","establish","block2",0.99,0,"establish","n","3"
"2706","isabella","admit","block2",1,0.87,"admit","n","3"
"2706","jackson","prove","block2",1,0,"prove","n","3"
"2706","jayden","reveal","block2",1,0.12,"reveal","n","3"
"2706","jon","inform","block2",1,1,"inform","n","3"
"2706","josh","suggest","block2",1,0.15,"suggest","n","3"
"2706","josie","announce","block2",1,0.9,"announce","n","3"
"2706","julian","pretend","block2",0,0.61,"pretend","n","3"
"2706","mary","demonstrate","block2",1,0.62,"demonstrate","n","3"
"2706","mia","acknowledge","block2",1,1,"acknowledge","n","3"
"2706","olivia","be_right","block2",0.99,0.01,"be_right","n","3"
"2706","owen","confess","block2",1,1,"confess","n","3"
"2706","sophia","think","block2",1,0.2,"think","n","3"
"2706","tony","discover","block2",1,0.99,"discover","n","3"
"2706","zoe","see","block2",0.98,1,"see","n","3"
"2707","charley","confess","block2",0.98,0.7,"confess","n","3"
"2707","danny","acknowledge","block2",0.99,0.64,"acknowledge","n","3"
"2707","emily","announce","block2",0.99,0.35,"announce","n","3"
"2707","emma","establish","block2",1,0.29,"establish","n","3"
"2707","frank","be_annoyed","block2",0.99,0.74,"be_annoyed","n","3"
"2707","grace","reveal","block2",0.98,0.68,"reveal","n","3"
"2707","isabella","think","block2",0.98,0.28,"think","n","3"
"2707","jackson","pretend","block2",0.99,0.42,"pretend","n","3"
"2707","jayden","suggest","block2",0.97,0.36,"suggest","n","3"
"2707","jon","inform","block2",0.98,0.33,"inform","n","3"
"2707","josh","prove","block2",0.98,0.19,"prove","n","3"
"2707","josie","discover","block2",0.98,0.71,"discover","n","3"
"2707","julian","confirm","block2",0.98,0.29,"confirm","n","3"
"2707","mary","hear","block2",0.97,0.75,"hear","n","3"
"2707","mia","see","block2",1,0.81,"see","n","3"
"2707","olivia","admit","block2",0.97,0.7,"admit","n","3"
"2707","owen","say","block2",0.95,0.27,"say","n","3"
"2707","sophia","be_right","block2",0.98,0.1,"be_right","n","3"
"2707","tony","know","block2",0.9,0.62,"know","n","3"
"2707","zoe","demonstrate","block2",0.99,0.33,"demonstrate","n","3"
"2708","charley","be_annoyed","block2",0.97,0.9,"be_annoyed","n","3"
"2708","danny","discover","block2",0.97,0.92,"discover","n","3"
"2708","emily","admit","block2",0.94,0.07,"admit","n","3"
"2708","emma","establish","block2",0.94,0.14,"establish","n","3"
"2708","frank","acknowledge","block2",0.99,0.83,"acknowledge","n","3"
"2708","grace","hear","block2",0.98,0.88,"hear","n","3"
"2708","isabella","confirm","block2",0.98,0.29,"confirm","n","3"
"2708","jackson","say","block2",0.92,0.08,"say","n","3"
"2708","jayden","demonstrate","block2",0.99,0.07,"demonstrate","n","3"
"2708","jon","prove","block2",0.97,0.07,"prove","n","3"
"2708","josh","think","block2",0.96,0.14,"think","n","3"
"2708","josie","confess","block2",1,0.92,"confess","n","3"
"2708","julian","see","block2",0.96,0.06,"see","n","3"
"2708","mary","know","block2",0.96,0.04,"know","n","3"
"2708","mia","suggest","block2",0.97,0.13,"suggest","n","3"
"2708","olivia","be_right","block2",0.92,0.07,"be_right","n","3"
"2708","owen","inform","block2",0.96,0.12,"inform","n","3"
"2708","sophia","reveal","block2",1,0.95,"reveal","n","3"
"2708","tony","announce","block2",0.94,0.06,"announce","n","3"
"2708","zoe","pretend","block2",0.98,0.14,"pretend","n","3"
"2709","charley","establish","block1",0.95,0.29,"establish","n","3"
"2709","danny","reveal","block1",0.92,0.14,"reveal","n","3"
"2709","emily","admit","block1",0.89,0.44,"admit","n","3"
"2709","emma","say","block1",0.87,0.13,"say","n","3"
"2709","frank","suggest","block1",0.94,0.19,"suggest","n","3"
"2709","grace","acknowledge","block1",0.89,0.26,"acknowledge","n","3"
"2709","isabella","know","block1",0.94,0.45,"know","n","3"
"2709","jackson","confess","block1",0.92,0.08,"confess","n","3"
"2709","jayden","be_annoyed","block1",0.98,0.62,"be_annoyed","n","3"
"2709","jon","prove","block1",0.97,0.11,"prove","n","3"
"2709","josh","confirm","block1",0.98,0.12,"confirm","n","3"
"2709","josie","see","block1",0.94,0.5,"see","n","3"
"2709","julian","think","block1",0.98,0.3,"think","n","3"
"2709","mary","be_right","block1",0.94,0.14,"be_right","n","3"
"2709","mia","discover","block1",0.94,0.19,"discover","n","3"
"2709","olivia","inform","block1",0.88,0.32,"inform","n","3"
"2709","owen","demonstrate","block1",0.95,0.15,"demonstrate","n","3"
"2709","sophia","hear","block1",0.97,0.47,"hear","n","3"
"2709","tony","pretend","block1",0.93,0.12,"pretend","n","3"
"2709","zoe","announce","block1",0.98,0.18,"announce","n","3"
"2710","charley","inform","block1",0.98,0.76,"inform","n","3"
"2710","danny","discover","block1",0.94,0.86,"discover","n","3"
"2710","emily","reveal","block1",0.94,0.77,"reveal","n","3"
"2710","emma","acknowledge","block1",0.77,0.69,"acknowledge","n","3"
"2710","frank","announce","block1",0.96,0.94,"announce","n","3"
"2710","grace","establish","block1",0.97,0.68,"establish","n","3"
"2710","isabella","see","block1",0.95,0.49,"see","n","3"
"2710","jackson","confirm","block1",0.95,0.64,"confirm","n","3"
"2710","jayden","confess","block1",0.98,0.79,"confess","n","3"
"2710","jon","demonstrate","block1",0.98,0.76,"demonstrate","n","3"
"2710","josh","be_annoyed","block1",0.65,0.84,"be_annoyed","n","3"
"2710","josie","be_right","block1",0.99,0.05,"be_right","n","3"
"2710","julian","think","block1",0.87,0.47,"think","n","3"
"2710","mary","know","block1",0.97,0.9,"know","n","3"
"2710","mia","suggest","block1",0.97,0.54,"suggest","n","3"
"2710","olivia","admit","block1",0.93,0.71,"admit","n","3"
"2710","owen","pretend","block1",1,0.73,"pretend","n","3"
"2710","sophia","hear","block1",0.99,0.85,"hear","n","3"
"2710","tony","say","block1",0.97,0.3,"say","n","3"
"2710","zoe","prove","block1",0.98,0.74,"prove","n","3"
"2711","charley","hear","block2",1,0.99,"hear","n","3"
"2711","danny","discover","block2",0.99,0.99,"discover","n","3"
"2711","emily","confess","block2",1,0.84,"confess","n","3"
"2711","emma","announce","block2",0.99,0.97,"announce","n","3"
"2711","frank","know","block2",0.99,0.99,"know","n","3"
"2711","grace","be_right","block2",0.99,0.32,"be_right","n","3"
"2711","isabella","confirm","block2",0.97,0.18,"confirm","n","3"
"2711","jackson","admit","block2",0.97,0.99,"admit","n","3"
"2711","jayden","think","block2",0.85,0.98,"think","n","3"
"2711","jon","reveal","block2",0.99,0.98,"reveal","n","3"
"2711","josh","say","block2",0.98,0.63,"say","n","3"
"2711","josie","pretend","block2",0.43,0.49,"pretend","n","3"
"2711","julian","demonstrate","block2",1,0.76,"demonstrate","n","3"
"2711","mary","establish","block2",0.98,0.96,"establish","n","3"
"2711","mia","see","block2",0.98,0.99,"see","n","3"
"2711","olivia","suggest","block2",0.98,0.3,"suggest","n","3"
"2711","owen","prove","block2",0.98,0.1,"prove","n","3"
"2711","sophia","be_annoyed","block2",0.98,0.98,"be_annoyed","n","3"
"2711","tony","inform","block2",0.99,1,"inform","n","3"
"2711","zoe","acknowledge","block2",0.98,0.99,"acknowledge","n","3"
"2712","charley","be_right","block2",0.65,0.12,"be_right","n","3"
"2712","danny","demonstrate","block2",0.9,0.29,"demonstrate","n","3"
"2712","emily","say","block2",0.79,0.07,"say","n","3"
"2712","emma","reveal","block2",0.85,0.74,"reveal","n","3"
"2712","frank","pretend","block2",0.85,0.46,"pretend","n","3"
"2712","grace","inform","block2",0.88,0.9,"inform","n","3"
"2712","isabella","establish","block2",0.78,0.31,"establish","n","3"
"2712","jackson","admit","block2",0.84,0.62,"admit","n","3"
"2712","jayden","see","block2",0.89,0.96,"see","n","3"
"2712","jon","announce","block2",0.85,0.28,"announce","n","3"
"2712","josh","think","block2",0.81,0.24,"think","n","3"
"2712","josie","discover","block2",0.85,0.82,"discover","n","3"
"2712","julian","acknowledge","block2",0.88,0.75,"acknowledge","n","3"
"2712","mary","confirm","block2",0.84,0.63,"confirm","n","3"
"2712","mia","hear","block2",0.56,0.63,"hear","n","3"
"2712","olivia","suggest","block2",0.88,0.07,"suggest","n","3"
"2712","owen","know","block2",0.79,0.91,"know","n","3"
"2712","sophia","be_annoyed","block2",0.89,0.86,"be_annoyed","n","3"
"2712","tony","prove","block2",0.87,0.22,"prove","n","3"
"2712","zoe","confess","block2",0.83,0.77,"confess","n","3"
"2713","charley","be_right","block1",0.97,0,"be_right","n","3"
"2713","danny","announce","block1",0.98,0.03,"announce","n","3"
"2713","emily","demonstrate","block1",1,0.02,"demonstrate","n","3"
"2713","emma","admit","block1",0.02,0.97,"admit","n","3"
"2713","frank","know","block1",1,0.98,"know","n","3"
"2713","grace","think","block1",0.02,0.02,"think","n","3"
"2713","isabella","hear","block1",1,0.98,"hear","n","3"
"2713","jackson","say","block1",1,0.99,"say","n","3"
"2713","jayden","prove","block1",1,0.99,"prove","n","3"
"2713","jon","confirm","block1",0.02,0.03,"confirm","n","3"
"2713","josh","establish","block1",1,0,"establish","n","3"
"2713","josie","acknowledge","block1",0,0.98,"acknowledge","n","3"
"2713","julian","confess","block1",1,0,"confess","n","3"
"2713","mary","discover","block1",0.02,0.99,"discover","n","3"
"2713","mia","reveal","block1",1,0.97,"reveal","n","3"
"2713","olivia","see","block1",0.98,1,"see","n","3"
"2713","owen","be_annoyed","block1",0.02,0.98,"be_annoyed","n","3"
"2713","sophia","suggest","block1",0.97,0,"suggest","n","3"
"2713","tony","pretend","block1",0,0,"pretend","n","3"
"2713","zoe","inform","block1",0.03,0.98,"inform","n","3"
"2714","charley","acknowledge","block1",0.93,0.13,"acknowledge","n","3"
"2714","danny","know","block1",0.9,0.15,"know","n","3"
"2714","emily","think","block1",0.91,0.46,"think","n","3"
"2714","emma","discover","block1",0.95,0.17,"discover","n","3"
"2714","frank","be_annoyed","block1",0.88,0.07,"be_annoyed","n","3"
"2714","grace","announce","block1",0.94,0.22,"announce","n","3"
"2714","isabella","be_right","block1",0.98,0.49,"be_right","n","3"
"2714","jackson","demonstrate","block1",0.96,0.07,"demonstrate","n","3"
"2714","jayden","prove","block1",0.9,0.46,"prove","n","3"
"2714","jon","see","block1",0.14,0.05,"see","n","3"
"2714","josh","suggest","block1",0.94,0.37,"suggest","n","3"
"2714","josie","confirm","block1",0.92,0.04,"confirm","n","3"
"2714","julian","pretend","block1",0.13,0.41,"pretend","n","3"
"2714","mary","establish","block1",0.97,0.24,"establish","n","3"
"2714","mia","reveal","block1",0.96,0.04,"reveal","n","3"
"2714","olivia","hear","block1",0.89,0.93,"hear","n","3"
"2714","owen","inform","block1",0.08,0.1,"inform","n","3"
"2714","sophia","confess","block1",0.07,0.49,"confess","n","3"
"2714","tony","admit","block1",0.98,0.91,"admit","n","3"
"2714","zoe","say","block1",0.1,0.08,"say","n","3"
"2715","charley","think","block1",0.76,0.4,"think","n","3"
"2715","danny","reveal","block1",0.98,0.32,"reveal","n","3"
"2715","emily","pretend","block1",0.95,0.95,"pretend","n","3"
"2715","emma","suggest","block1",0.96,0.41,"suggest","n","3"
"2715","frank","discover","block1",0.97,0.48,"discover","n","3"
"2715","grace","confess","block1",0.97,0.48,"confess","n","3"
"2715","isabella","prove","block1",1,0.19,"prove","n","3"
"2715","jackson","announce","block1",1,0.32,"announce","n","3"
"2715","jayden","demonstrate","block1",0.96,0.15,"demonstrate","n","3"
"2715","jon","be_right","block1",0.99,0.04,"be_right","n","3"
"2715","josh","inform","block1",0.97,0.98,"inform","n","3"
"2715","josie","admit","block1",0.98,0.38,"admit","n","3"
"2715","julian","say","block1",0.98,0.41,"say","n","3"
"2715","mary","know","block1",0.96,1,"know","n","3"
"2715","mia","acknowledge","block1",0.98,1,"acknowledge","n","3"
"2715","olivia","establish","block1",0.97,0.01,"establish","n","3"
"2715","owen","confirm","block1",0.98,0.49,"confirm","n","3"
"2715","sophia","be_annoyed","block1",0.97,1,"be_annoyed","n","3"
"2715","tony","hear","block1",0.97,0.99,"hear","n","3"
"2715","zoe","see","block1",0.98,0.97,"see","n","3"
"2716","charley","establish","block2",1,0.24,"establish","n","3"
"2716","danny","demonstrate","block2",1,0.23,"demonstrate","n","3"
"2716","emily","suggest","block2",1,0.19,"suggest","n","3"
"2716","emma","confess","block2",1,0.98,"confess","n","3"
"2716","frank","acknowledge","block2",1,0.98,"acknowledge","n","3"
"2716","grace","hear","block2",1,0.93,"hear","n","3"
"2716","isabella","see","block2",1,0.71,"see","n","3"
"2716","jackson","be_right","block2",1,0,"be_right","n","3"
"2716","jayden","reveal","block2",1,0.88,"reveal","n","3"
"2716","jon","say","block2",1,0.09,"say","n","3"
"2716","josh","admit","block2",1,0.73,"admit","n","3"
"2716","josie","announce","block2",1,0.31,"announce","n","3"
"2716","julian","pretend","block2",1,0.01,"pretend","n","3"
"2716","mary","be_annoyed","block2",1,0.99,"be_annoyed","n","3"
"2716","mia","discover","block2",0.69,1,"discover","n","3"
"2716","olivia","prove","block2",1,0.13,"prove","n","3"
"2716","owen","know","block2",1,1,"know","n","3"
"2716","sophia","inform","block2",1,0.82,"inform","n","3"
"2716","tony","confirm","block2",1,0.01,"confirm","n","3"
"2716","zoe","think","block2",1,0.77,"think","n","3"
"2718","charley","confirm","block1",1,0.27,"confirm","n","3"
"2718","danny","prove","block1",1,0.48,"prove","n","3"
"2718","emily","announce","block1",1,0.32,"announce","n","3"
"2718","emma","establish","block1",1,0.51,"establish","n","3"
"2718","frank","discover","block1",1,0.62,"discover","n","3"
"2718","grace","be_annoyed","block1",1,0.7,"be_annoyed","n","3"
"2718","isabella","inform","block1",1,0.87,"inform","n","3"
"2718","jackson","think","block1",1,0.6,"think","n","3"
"2718","jayden","pretend","block1",1,0.49,"pretend","n","3"
"2718","jon","admit","block1",1,0.36,"admit","n","3"
"2718","josh","know","block1",1,0.68,"know","n","3"
"2718","josie","be_right","block1",1,0.76,"be_right","n","3"
"2718","julian","say","block1",1,0.13,"say","n","3"
"2718","mary","confess","block1",1,0.41,"confess","n","3"
"2718","mia","demonstrate","block1",1,0.35,"demonstrate","n","3"
"2718","olivia","hear","block1",1,0.18,"hear","n","3"
"2718","owen","see","block1",1,0.94,"see","n","3"
"2718","sophia","reveal","block1",1,0.85,"reveal","n","3"
"2718","tony","suggest","block1",1,0.34,"suggest","n","3"
"2718","zoe","acknowledge","block1",1,0.77,"acknowledge","n","3"
"2719","charley","acknowledge","block2",0.96,0.53,"acknowledge","n","3"
"2719","danny","be_right","block2",0.54,0,"be_right","n","3"
"2719","emily","reveal","block2",0.08,0.31,"reveal","n","3"
"2719","emma","think","block2",0.36,0.38,"think","n","3"
"2719","frank","say","block2",0.58,0.22,"say","n","3"
"2719","grace","announce","block2",0.44,0.76,"announce","n","3"
"2719","isabella","confess","block2",0.39,0.15,"confess","n","3"
"2719","jackson","confirm","block2",0.33,0.15,"confirm","n","3"
"2719","jayden","pretend","block2",0.03,0.93,"pretend","n","3"
"2719","jon","prove","block2",0.51,0.18,"prove","n","3"
"2719","josh","establish","block2",0.89,0.12,"establish","n","3"
"2719","josie","admit","block2",0.0600000000000001,0.53,"admit","n","3"
"2719","julian","inform","block2",0.25,0.5,"inform","n","3"
"2719","mary","hear","block2",0.9,0.01,"hear","n","3"
"2719","mia","know","block2",0.08,0.65,"know","n","3"
"2719","olivia","suggest","block2",0.79,0.17,"suggest","n","3"
"2719","owen","be_annoyed","block2",0.48,0.96,"be_annoyed","n","3"
"2719","sophia","demonstrate","block2",0.95,0.84,"demonstrate","n","3"
"2719","tony","see","block2",0.56,0.06,"see","n","3"
"2719","zoe","discover","block2",0.79,0.69,"discover","n","3"
"2721","charley","reveal","block1",0.96,0.03,"reveal","n","3"
"2721","danny","inform","block1",0.93,0.88,"inform","n","3"
"2721","emily","admit","block1",0.98,0.17,"admit","n","3"
"2721","emma","be_annoyed","block1",0.99,0.82,"be_annoyed","n","3"
"2721","frank","hear","block1",1,0.97,"hear","n","3"
"2721","grace","demonstrate","block1",0.97,0.11,"demonstrate","n","3"
"2721","isabella","think","block1",0.92,0.9,"think","n","3"
"2721","jackson","say","block1",0.93,0.1,"say","n","3"
"2721","jayden","confess","block1",0.98,0.05,"confess","n","3"
"2721","jon","prove","block1",0.98,0.87,"prove","n","3"
"2721","josh","establish","block1",0.93,0.1,"establish","n","3"
"2721","josie","pretend","block1",0.97,0.13,"pretend","n","3"
"2721","julian","confirm","block1",0.98,0.08,"confirm","n","3"
"2721","mary","see","block1",0.99,0.9,"see","n","3"
"2721","mia","be_right","block1",0.95,0.12,"be_right","n","3"
"2721","olivia","discover","block1",0.96,0.67,"discover","n","3"
"2721","owen","acknowledge","block1",0.97,0.98,"acknowledge","n","3"
"2721","sophia","suggest","block1",0.97,0.94,"suggest","n","3"
"2721","tony","know","block1",0.96,0.94,"know","n","3"
"2721","zoe","announce","block1",0.74,0.93,"announce","n","3"
"2722","charley","say","block2",0.95,0.08,"say","n","3"
"2722","danny","be_annoyed","block2",0.96,0.97,"be_annoyed","n","3"
"2722","emily","reveal","block2",0.98,0.04,"reveal","n","3"
"2722","emma","demonstrate","block2",0.93,0.04,"demonstrate","n","3"
"2722","frank","announce","block2",0.94,0.05,"announce","n","3"
"2722","grace","pretend","block2",0.98,0.07,"pretend","n","3"
"2722","isabella","see","block2",0.92,0.93,"see","n","3"
"2722","jackson","think","block2",0.02,0.09,"think","n","3"
"2722","jayden","know","block2",0.97,0.93,"know","n","3"
"2722","jon","confirm","block2",0.94,0.05,"confirm","n","3"
"2722","josh","be_right","block2",0.96,0.94,"be_right","n","3"
"2722","josie","admit","block2",0.98,0.06,"admit","n","3"
"2722","julian","prove","block2",0.97,0.06,"prove","n","3"
"2722","mary","discover","block2",0.94,0.96,"discover","n","3"
"2722","mia","suggest","block2",0.98,0.07,"suggest","n","3"
"2722","olivia","inform","block2",0.93,0.95,"inform","n","3"
"2722","owen","hear","block2",1,0.06,"hear","n","3"
"2722","sophia","confess","block2",0.94,0.92,"confess","n","3"
"2722","tony","establish","block2",0.94,0.06,"establish","n","3"
"2722","zoe","acknowledge","block2",0.99,0.96,"acknowledge","n","3"
"2723","charley","be_right","block1",0.79,0.06,"be_right","n","3"
"2723","danny","inform","block1",0.84,0.92,"inform","n","3"
"2723","emily","know","block1",0.95,0.9,"know","n","3"
"2723","emma","demonstrate","block1",0.96,0.07,"demonstrate","n","3"
"2723","frank","reveal","block1",0.96,0.05,"reveal","n","3"
"2723","grace","think","block1",0.26,0.38,"think","n","3"
"2723","isabella","suggest","block1",0.42,0.05,"suggest","n","3"
"2723","jackson","pretend","block1",0.35,0.01,"pretend","n","3"
"2723","jayden","confirm","block1",0.35,0.03,"confirm","n","3"
"2723","jon","discover","block1",0.97,0.55,"discover","n","3"
"2723","josh","hear","block1",0.86,0.1,"hear","n","3"
"2723","josie","acknowledge","block1",0.95,0.95,"acknowledge","n","3"
"2723","julian","be_annoyed","block1",0.98,0.03,"be_annoyed","n","3"
"2723","mary","see","block1",0.1,0.99,"see","n","3"
"2723","mia","establish","block1",0.54,0.16,"establish","n","3"
"2723","olivia","prove","block1",0.97,0.03,"prove","n","3"
"2723","owen","confess","block1",0.95,0.07,"confess","n","3"
"2723","sophia","say","block1",0.28,0.11,"say","n","3"
"2723","tony","announce","block1",0.97,0.14,"announce","n","3"
"2723","zoe","admit","block1",0.08,0.03,"admit","n","3"
"2724","charley","pretend","block2",0.98,0.28,"pretend","n","3"
"2724","danny","establish","block2",0.97,0.65,"establish","n","3"
"2724","emily","know","block2",0.97,0.86,"know","n","3"
"2724","emma","demonstrate","block2",0.93,0.31,"demonstrate","n","3"
"2724","frank","think","block2",0.96,0.2,"think","n","3"
"2724","grace","inform","block2",0.99,0.92,"inform","n","3"
"2724","isabella","confirm","block2",0.97,0.14,"confirm","n","3"
"2724","jackson","discover","block2",0.97,0.78,"discover","n","3"
"2724","jayden","confess","block2",0.97,0.32,"confess","n","3"
"2724","jon","announce","block2",0.98,0.77,"announce","n","3"
"2724","josh","admit","block2",0.96,0.84,"admit","n","3"
"2724","josie","prove","block2",0.97,0.03,"prove","n","3"
"2724","julian","acknowledge","block2",0.94,0.73,"acknowledge","n","3"
"2724","mary","reveal","block2",0.96,0.2,"reveal","n","3"
"2724","mia","say","block2",0.97,0.73,"say","n","3"
"2724","olivia","be_annoyed","block2",0.97,0.72,"be_annoyed","n","3"
"2724","owen","see","block2",0.97,0.94,"see","n","3"
"2724","sophia","suggest","block2",0.97,0.22,"suggest","n","3"
"2724","tony","hear","block2",0.95,0.77,"hear","n","3"
"2724","zoe","be_right","block2",0.96,0.11,"be_right","n","3"
"2725","charley","demonstrate","block1",0.77,0.3,"demonstrate","n","3"
"2725","danny","confess","block1",0.85,0.2,"confess","n","3"
"2725","emily","establish","block1",0.74,0.29,"establish","n","3"
"2725","emma","hear","block1",0.8,0.38,"hear","n","3"
"2725","frank","inform","block1",0.39,0.42,"inform","n","3"
"2725","grace","admit","block1",0.29,0.46,"admit","n","3"
"2725","isabella","acknowledge","block1",0.78,0.26,"acknowledge","n","3"
"2725","jackson","be_annoyed","block1",0.81,0.75,"be_annoyed","n","3"
"2725","jayden","say","block1",0.86,0.54,"say","n","3"
"2725","jon","know","block1",0.58,0.66,"know","n","3"
"2725","josh","reveal","block1",0.76,0.64,"reveal","n","3"
"2725","josie","confirm","block1",0.84,0.27,"confirm","n","3"
"2725","julian","suggest","block1",0.91,0.43,"suggest","n","3"
"2725","mary","think","block1",0.67,0.43,"think","n","3"
"2725","mia","pretend","block1",0.89,0.37,"pretend","n","3"
"2725","olivia","see","block1",0.65,0.68,"see","n","3"
"2725","owen","announce","block1",0.6,0.6,"announce","n","3"
"2725","sophia","prove","block1",0.45,0.39,"prove","n","3"
"2725","tony","discover","block1",0.89,0.71,"discover","n","3"
"2725","zoe","be_right","block1",0.79,0.32,"be_right","n","3"
"2726","charley","confirm","block1",0.98,0.55,"confirm","n","3"
"2726","danny","admit","block1",1,0.49,"admit","n","3"
"2726","emily","acknowledge","block1",0.98,0.56,"acknowledge","n","3"
"2726","emma","hear","block1",0.97,0.71,"hear","n","3"
"2726","frank","inform","block1",0.98,0.53,"inform","n","3"
"2726","grace","see","block1",0.98,0.73,"see","n","3"
"2726","isabella","discover","block1",0.98,0.06,"discover","n","3"
"2726","jackson","prove","block1",0.98,0.04,"prove","n","3"
"2726","jayden","demonstrate","block1",0.97,0.62,"demonstrate","n","3"
"2726","jon","confess","block1",0.98,0.59,"confess","n","3"
"2726","josh","establish","block1",0.99,0.04,"establish","n","3"
"2726","josie","know","block1",0.98,0.55,"know","n","3"
"2726","julian","announce","block1",0.99,0.59,"announce","n","3"
"2726","mary","reveal","block1",0.99,0.51,"reveal","n","3"
"2726","mia","be_right","block1",0.98,0.22,"be_right","n","3"
"2726","olivia","think","block1",0.97,0.54,"think","n","3"
"2726","owen","say","block1",1,0.56,"say","n","3"
"2726","sophia","pretend","block1",0.99,0.49,"pretend","n","3"
"2726","tony","be_annoyed","block1",0.97,0.86,"be_annoyed","n","3"
"2726","zoe","suggest","block1",0.97,0.02,"suggest","n","3"
"2727","charley","admit","block2",1,0.03,"admit","n","3"
"2727","danny","think","block2",0.99,0,"think","n","3"
"2727","emily","establish","block2",1,0.04,"establish","n","3"
"2727","emma","acknowledge","block2",1,0.03,"acknowledge","n","3"
"2727","frank","say","block2",0.97,0.03,"say","n","3"
"2727","grace","be_annoyed","block2",1,0.7,"be_annoyed","n","3"
"2727","isabella","inform","block2",0.99,0.01,"inform","n","3"
"2727","jackson","demonstrate","block2",0.99,0.06,"demonstrate","n","3"
"2727","jayden","hear","block2",0.97,0,"hear","n","3"
"2727","jon","prove","block2",0.96,0.08,"prove","n","3"
"2727","josh","be_right","block2",0.97,0.02,"be_right","n","3"
"2727","josie","confirm","block2",0.99,0,"confirm","n","3"
"2727","julian","suggest","block2",0.98,0.07,"suggest","n","3"
"2727","mary","confess","block2",0.98,0.05,"confess","n","3"
"2727","mia","reveal","block2",0.97,0.05,"reveal","n","3"
"2727","olivia","see","block2",1,0.45,"see","n","3"
"2727","owen","discover","block2",0.98,0.6,"discover","n","3"
"2727","sophia","announce","block2",0.98,0.02,"announce","n","3"
"2727","tony","pretend","block2",0.96,0.04,"pretend","n","3"
"2727","zoe","know","block2",0.96,0.68,"know","n","3"
"2728","charley","think","block1",0.95,0.97,"think","n","3"
"2728","danny","pretend","block1",0.96,0.03,"pretend","n","3"
"2728","emily","inform","block1",0.98,0.96,"inform","n","3"
"2728","emma","suggest","block1",0.96,0.93,"suggest","n","3"
"2728","frank","announce","block1",0.91,0.94,"announce","n","3"
