"workerid","content","short_trigger","ai_block","ai","projective","verb","op","exp_block"
"1","charley","acknowledge","block1",0.98,0.3,"acknowledge","q","1"
"1","danny","hear","block1",0.99,0.98,"hear","q","1"
"1","emily","reveal","block1",0.99,0.01,"reveal","q","1"
"1","emma","discover","block1",0.99,0.99,"discover","q","1"
"1","frank","see","block1",0.98,0.98,"see","q","1"
"1","grace","know","block1",0.98,0.99,"know","q","1"
"1","isabella","say","block1",1,0.01,"say","q","1"
"1","jackson","confirm","block1",0.99,0.01,"confirm","q","1"
"1","jayden","pretend","block1",0.99,0.27,"pretend","q","1"
"1","jon","demonstrate","block1",0.99,0.01,"demonstrate","q","1"
"1","josh","prove","block1",0.98,0,"prove","q","1"
"1","josie","inform","block1",0.98,0.76,"inform","q","1"
"1","julian","announce","block1",1,0.01,"announce","q","1"
"1","mary","admit","block1",0.98,0.99,"admit","q","1"
"1","mia","think","block1",0.99,0.01,"think","q","1"
"1","olivia","suggest","block1",0.98,0.02,"suggest","q","1"
"1","owen","establish","block1",0.98,0.01,"establish","q","1"
"1","sophia","confess","block1",0.99,0.74,"confess","q","1"
"1","tony","be_right","block1",0.98,0,"be_right","q","1"
"1","zoe","be_annoyed","block1",1,0.99,"be_annoyed","q","1"
"3","charley","see","block1",0.96,0.88,"see","q","1"
"3","danny","admit","block1",0.94,1,"admit","q","1"
"3","emily","reveal","block1",0.82,0.89,"reveal","q","1"
"3","emma","know","block1",0.72,1,"know","q","1"
"3","frank","inform","block1",0.9,0.92,"inform","q","1"
"3","grace","hear","block1",0.91,0.88,"hear","q","1"
"3","isabella","say","block1",0.08,0,"say","q","1"
"3","jackson","confess","block1",0.82,0.35,"confess","q","1"
"3","jayden","confirm","block1",0.14,0.88,"confirm","q","1"
"3","jon","prove","block1",0.25,0.25,"prove","q","1"
"3","josh","think","block1",0.93,0.16,"think","q","1"
"3","josie","be_annoyed","block1",0.94,1,"be_annoyed","q","1"
"3","julian","announce","block1",0.31,0.29,"announce","q","1"
"3","mary","be_right","block1",0,0,"be_right","q","1"
"3","mia","suggest","block1",0.13,0.26,"suggest","q","1"
"3","olivia","discover","block1",0.94,0.95,"discover","q","1"
"3","owen","establish","block1",0.27,0.08,"establish","q","1"
"3","sophia","acknowledge","block1",0.91,1,"acknowledge","q","1"
"3","tony","pretend","block1",0.93,0.12,"pretend","q","1"
"3","zoe","demonstrate","block1",0.25,0.2,"demonstrate","q","1"
"4","charley","demonstrate","block2",0.02,0.02,"demonstrate","q","1"
"4","danny","reveal","block2",0.01,0,"reveal","q","1"
"4","emily","confirm","block2",0.03,0.01,"confirm","q","1"
"4","emma","hear","block2",0.98,0.74,"hear","q","1"
"4","frank","prove","block2",0.02,0.01,"prove","q","1"
"4","grace","acknowledge","block2",0.02,0.01,"acknowledge","q","1"
"4","isabella","discover","block2",0.99,0.99,"discover","q","1"
"4","jackson","be_annoyed","block2",0.99,0.97,"be_annoyed","q","1"
"4","jayden","be_right","block2",0.02,0.02,"be_right","q","1"
"4","jon","know","block2",0.98,0.97,"know","q","1"
"4","josh","say","block2",0.02,0.01,"say","q","1"
"4","josie","establish","block2",0.03,0.01,"establish","q","1"
"4","julian","inform","block2",1,0.01,"inform","q","1"
"4","mary","think","block2",0.02,0,"think","q","1"
"4","mia","suggest","block2",0.03,0.01,"suggest","q","1"
"4","olivia","see","block2",0.99,0.92,"see","q","1"
"4","owen","pretend","block2",0.09,0.01,"pretend","q","1"
"4","sophia","announce","block2",0.01,0.01,"announce","q","1"
"4","tony","admit","block2",0.03,0.01,"admit","q","1"
"4","zoe","confess","block2",0.01,0.05,"confess","q","1"
"5","charley","prove","block2",0.33,0.15,"prove","q","1"
"5","danny","know","block2",1,1,"know","q","1"
"5","emily","suggest","block2",0.12,0.08,"suggest","q","1"
"5","emma","admit","block2",0.81,0.66,"admit","q","1"
"5","frank","establish","block2",0.21,0.12,"establish","q","1"
"5","grace","be_annoyed","block2",1,1,"be_annoyed","q","1"
"5","isabella","confirm","block2",0.95,0.16,"confirm","q","1"
"5","jackson","say","block2",0.19,0,"say","q","1"
"5","jayden","inform","block2",1,1,"inform","q","1"
"5","jon","hear","block2",1,0.9,"hear","q","1"
"5","josh","announce","block2",1,0.06,"announce","q","1"
"5","josie","acknowledge","block2",1,1,"acknowledge","q","1"
"5","julian","be_right","block2",0,0.07,"be_right","q","1"
"5","mary","see","block2",1,1,"see","q","1"
"5","mia","confess","block2",0.97,0.75,"confess","q","1"
"5","olivia","reveal","block2",0.34,0.23,"reveal","q","1"
"5","owen","demonstrate","block2",0.2,0.19,"demonstrate","q","1"
"5","sophia","pretend","block2",0.76,0.34,"pretend","q","1"
"5","tony","discover","block2",1,1,"discover","q","1"
"5","zoe","think","block2",1,0.28,"think","q","1"
"6","charley","know","block2",0.95,1,"know","q","1"
"6","danny","inform","block2",0.38,0.31,"inform","q","1"
"6","emily","admit","block2",1,1,"admit","q","1"
"6","emma","say","block2",0.07,0.14,"say","q","1"
"6","frank","be_right","block2",0,0,"be_right","q","1"
"6","grace","discover","block2",0.83,1,"discover","q","1"
"6","isabella","see","block2",0.29,1,"see","q","1"
"6","jackson","pretend","block2",0.92,0,"pretend","q","1"
"6","jayden","prove","block2",0,0.09,"prove","q","1"
"6","jon","reveal","block2",0.96,0.85,"reveal","q","1"
"6","josh","establish","block2",0.67,0.31,"establish","q","1"
"6","josie","confess","block2",0.92,1,"confess","q","1"
"6","julian","announce","block2",0.17,0.73,"announce","q","1"
"6","mary","confirm","block2",0,0.19,"confirm","q","1"
"6","mia","acknowledge","block2",1,0.79,"acknowledge","q","1"
"6","olivia","suggest","block2",0.07,0.16,"suggest","q","1"
"6","owen","demonstrate","block2",0.87,0.7,"demonstrate","q","1"
"6","sophia","hear","block2",0.95,0.68,"hear","q","1"
"6","tony","be_annoyed","block2",1,1,"be_annoyed","q","1"
"6","zoe","think","block2",0.12,0.15,"think","q","1"
"7","charley","confess","block2",0.02,0.02,"confess","q","1"
"7","danny","acknowledge","block2",0.99,0.97,"acknowledge","q","1"
"7","emily","demonstrate","block2",0.04,0.01,"demonstrate","q","1"
"7","emma","admit","block2",0.02,0.66,"admit","q","1"
"7","frank","prove","block2",0.02,0,"prove","q","1"
"7","grace","reveal","block2",0.02,0.01,"reveal","q","1"
"7","isabella","pretend","block2",1,0,"pretend","q","1"
"7","jackson","be_annoyed","block2",0.97,1,"be_annoyed","q","1"
"7","jayden","announce","block2",0.04,0,"announce","q","1"
"7","jon","say","block2",0,0.16,"say","q","1"
"7","josh","see","block2",1,0.97,"see","q","1"
"7","josie","confirm","block2",0,0,"confirm","q","1"
"7","julian","establish","block2",0.0600000000000001,0.43,"establish","q","1"
"7","mary","think","block2",1,0,"think","q","1"
"7","mia","hear","block2",1,0,"hear","q","1"
"7","olivia","suggest","block2",0.02,0.51,"suggest","q","1"
"7","owen","inform","block2",0.96,0.96,"inform","q","1"
"7","sophia","know","block2",1,0.98,"know","q","1"
"7","tony","be_right","block2",0.01,0.48,"be_right","q","1"
"7","zoe","discover","block2",1,0.03,"discover","q","1"
"8","charley","acknowledge","block1",0.29,0.81,"acknowledge","q","1"
"8","danny","demonstrate","block1",0,0.75,"demonstrate","q","1"
"8","emily","inform","block1",0.36,1,"inform","q","1"
"8","emma","confirm","block1",0.14,0.09,"confirm","q","1"
"8","frank","say","block1",0,0,"say","q","1"
"8","grace","be_annoyed","block1",0.99,1,"be_annoyed","q","1"
"8","isabella","reveal","block1",0.1,0.47,"reveal","q","1"
"8","jackson","confess","block1",0.1,0.81,"confess","q","1"
"8","jayden","announce","block1",0.35,0.08,"announce","q","1"
"8","jon","admit","block1",0.17,1,"admit","q","1"
"8","josh","discover","block1",0.14,1,"discover","q","1"
"8","josie","see","block1",0.87,1,"see","q","1"
"8","julian","establish","block1",0.05,0.69,"establish","q","1"
"8","mary","prove","block1",0,0.14,"prove","q","1"
"8","mia","pretend","block1",0.87,0.06,"pretend","q","1"
"8","olivia","suggest","block1",0.33,0.16,"suggest","q","1"
"8","owen","be_right","block1",0,0.26,"be_right","q","1"
"8","sophia","think","block1",0.1,0.01,"think","q","1"
"8","tony","hear","block1",0.69,1,"hear","q","1"
"8","zoe","know","block1",0.72,1,"know","q","1"
"10","charley","announce","block1",0.99,0.99,"announce","q","1"
"10","danny","be_right","block1",0.02,0.01,"be_right","q","1"
"10","emily","acknowledge","block1",0,0.01,"acknowledge","q","1"
"10","emma","inform","block1",0.99,0.98,"inform","q","1"
"10","frank","see","block1",0.97,0.99,"see","q","1"
"10","grace","confess","block1",0.04,0.01,"confess","q","1"
"10","isabella","pretend","block1",0.98,0.01,"pretend","q","1"
"10","jackson","be_annoyed","block1",0.99,0.99,"be_annoyed","q","1"
"10","jayden","think","block1",0.99,0.01,"think","q","1"
"10","jon","discover","block1",0.99,1,"discover","q","1"
"10","josh","say","block1",0.98,0.02,"say","q","1"
"10","josie","demonstrate","block1",1,1,"demonstrate","q","1"
"10","julian","know","block1",1,0.97,"know","q","1"
"10","mary","establish","block1",0.01,0.02,"establish","q","1"
"10","mia","hear","block1",0.98,0.98,"hear","q","1"
"10","olivia","confirm","block1",0.02,0.01,"confirm","q","1"
"10","owen","admit","block1",0.03,0.01,"admit","q","1"
"10","sophia","prove","block1",0.94,0,"prove","q","1"
"10","tony","suggest","block1",0.02,0.01,"suggest","q","1"
"10","zoe","reveal","block1",0.97,0.98,"reveal","q","1"
"11","charley","announce","block2",0.98,0.99,"announce","q","1"
"11","danny","see","block2",0.02,0.99,"see","q","1"
"11","emily","confirm","block2",0.03,0.02,"confirm","q","1"
"11","emma","think","block2",0.99,0.01,"think","q","1"
"11","frank","say","block2",0.01,0.01,"say","q","1"
"11","grace","demonstrate","block2",0.97,0.98,"demonstrate","q","1"
"11","isabella","admit","block2",1,0.01,"admit","q","1"
"11","jackson","know","block2",0.99,0.98,"know","q","1"
"11","jayden","hear","block2",0.98,0.94,"hear","q","1"
"11","jon","acknowledge","block2",0.98,0.99,"acknowledge","q","1"
"11","josh","suggest","block2",0.02,0.01,"suggest","q","1"
"11","josie","establish","block2",0.98,0.99,"establish","q","1"
"11","julian","discover","block2",0.99,1,"discover","q","1"
"11","mary","reveal","block2",0.01,0.98,"reveal","q","1"
"11","mia","prove","block2",0.01,0.02,"prove","q","1"
"11","olivia","pretend","block2",0.99,0.01,"pretend","q","1"
"11","owen","confess","block2",0.03,0.96,"confess","q","1"
"11","sophia","inform","block2",0.97,0.98,"inform","q","1"
"11","tony","be_right","block2",0.02,0.01,"be_right","q","1"
"11","zoe","be_annoyed","block2",0.99,0.98,"be_annoyed","q","1"
"12","charley","think","block2",1,0,"think","q","1"
"12","danny","prove","block2",0,0,"prove","q","1"
"12","emily","know","block2",1,1,"know","q","1"
"12","emma","see","block2",1,0.97,"see","q","1"
"12","frank","acknowledge","block2",0,0,"acknowledge","q","1"
"12","grace","announce","block2",1,1,"announce","q","1"
"12","isabella","confess","block2",1,1,"confess","q","1"
"12","jackson","establish","block2",0,0,"establish","q","1"
"12","jayden","confirm","block2",0,0,"confirm","q","1"
"12","jon","reveal","block2",0,1,"reveal","q","1"
"12","josh","pretend","block2",1,0,"pretend","q","1"
"12","josie","suggest","block2",0,0,"suggest","q","1"
"12","julian","be_annoyed","block2",1,1,"be_annoyed","q","1"
"12","mary","discover","block2",1,1,"discover","q","1"
"12","mia","inform","block2",1,1,"inform","q","1"
"12","olivia","be_right","block2",0,0.02,"be_right","q","1"
"12","owen","say","block2",0,0,"say","q","1"
"12","sophia","hear","block2",1,1,"hear","q","1"
"12","tony","demonstrate","block2",1,0,"demonstrate","q","1"
"12","zoe","admit","block2",1,1,"admit","q","1"
"13","charley","be_annoyed","block2",0.98,0.9,"be_annoyed","q","1"
"13","danny","acknowledge","block2",0.51,0.48,"acknowledge","q","1"
"13","emily","think","block2",1,0.41,"think","q","1"
"13","emma","prove","block2",0.98,0.3,"prove","q","1"
"13","frank","hear","block2",0.97,0.1,"hear","q","1"
"13","grace","discover","block2",1,0.98,"discover","q","1"
"13","isabella","admit","block2",0.98,0.75,"admit","q","1"
"13","jackson","see","block2",0.47,0.97,"see","q","1"
"13","jayden","be_right","block2",0.04,0.12,"be_right","q","1"
"13","jon","confess","block2",0.99,0.47,"confess","q","1"
"13","josh","know","block2",0.99,0.81,"know","q","1"
"13","josie","reveal","block2",0.99,0.92,"reveal","q","1"
"13","julian","announce","block2",0.76,0.4,"announce","q","1"
"13","mary","establish","block2",0.85,0.27,"establish","q","1"
"13","mia","confirm","block2",0.97,0.41,"confirm","q","1"
"13","olivia","demonstrate","block2",0.82,0.32,"demonstrate","q","1"
"13","owen","inform","block2",0.99,0.99,"inform","q","1"
"13","sophia","say","block2",0.37,0.15,"say","q","1"
"13","tony","pretend","block2",0.83,0.37,"pretend","q","1"
"13","zoe","suggest","block2",0.48,0.18,"suggest","q","1"
"14","charley","establish","block1",0,1,"establish","q","1"
"14","danny","think","block1",0,0.49,"think","q","1"
"14","emily","confess","block1",0,0,"confess","q","1"
"14","emma","reveal","block1",0,0,"reveal","q","1"
"14","frank","pretend","block1",1,0,"pretend","q","1"
"14","grace","know","block1",0,1,"know","q","1"
"14","isabella","inform","block1",0,0.98,"inform","q","1"
"14","jackson","suggest","block1",0,0,"suggest","q","1"
"14","jayden","demonstrate","block1",0,1,"demonstrate","q","1"
"14","jon","announce","block1",0,1,"announce","q","1"
"14","josh","prove","block1",0,1,"prove","q","1"
"14","josie","be_right","block1",0,0,"be_right","q","1"
"14","julian","confirm","block1",0,0,"confirm","q","1"
"14","mary","say","block1",0,0,"say","q","1"
"14","mia","be_annoyed","block1",1,1,"be_annoyed","q","1"
"14","olivia","admit","block1",0,0,"admit","q","1"
"14","owen","hear","block1",0,1,"hear","q","1"
"14","sophia","see","block1",1,1,"see","q","1"
"14","tony","discover","block1",0,1,"discover","q","1"
"14","zoe","acknowledge","block1",0,0,"acknowledge","q","1"
"15","charley","be_right","block1",0.02,0.02,"be_right","q","1"
"15","danny","reveal","block1",0.95,0.87,"reveal","q","1"
"15","emily","think","block1",0.98,0.02,"think","q","1"
"15","emma","say","block1",0.94,0.04,"say","q","1"
"15","frank","establish","block1",0.96,0.03,"establish","q","1"
"15","grace","know","block1",0.96,0.91,"know","q","1"
"15","isabella","confess","block1",0.03,0.02,"confess","q","1"
"15","jackson","pretend","block1",0.97,0.05,"pretend","q","1"
"15","jayden","inform","block1",0.98,0.96,"inform","q","1"
"15","jon","hear","block1",0.96,0.87,"hear","q","1"
"15","josh","admit","block1",0.98,0.04,"admit","q","1"
"15","josie","acknowledge","block1",0.98,0.85,"acknowledge","q","1"
"15","julian","be_annoyed","block1",0.96,0.98,"be_annoyed","q","1"
"15","mary","confirm","block1",0.25,0.98,"confirm","q","1"
"15","mia","prove","block1",0.97,0.48,"prove","q","1"
"15","olivia","suggest","block1",0.96,0.21,"suggest","q","1"
"15","owen","discover","block1",0.78,0.96,"discover","q","1"
"15","sophia","see","block1",0.97,0.85,"see","q","1"
"15","tony","demonstrate","block1",0.28,0.47,"demonstrate","q","1"
"15","zoe","announce","block1",0.97,0.03,"announce","q","1"
"17","charley","know","block1",0.97,0.99,"know","q","1"
"17","danny","inform","block1",0.96,1,"inform","q","1"
"17","emily","say","block1",0.02,0.07,"say","q","1"
"17","emma","suggest","block1",0.19,0.1,"suggest","q","1"
"17","frank","be_annoyed","block1",0.98,0.99,"be_annoyed","q","1"
"17","grace","establish","block1",0.09,0.25,"establish","q","1"
"17","isabella","think","block1",0.0600000000000001,0.02,"think","q","1"
"17","jackson","reveal","block1",0.99,0.83,"reveal","q","1"
"17","jayden","confirm","block1",0.64,0.62,"confirm","q","1"
"17","jon","hear","block1",1,0.98,"hear","q","1"
"17","josh","discover","block1",0.83,0.77,"discover","q","1"
"17","josie","demonstrate","block1",0.03,0.2,"demonstrate","q","1"
"17","julian","admit","block1",0.04,0.23,"admit","q","1"
"17","mary","announce","block1",0.69,0.29,"announce","q","1"
"17","mia","pretend","block1",0.97,0.07,"pretend","q","1"
"17","olivia","acknowledge","block1",0.97,0.96,"acknowledge","q","1"
"17","owen","confess","block1",0.63,0.05,"confess","q","1"
"17","sophia","be_right","block1",0.02,0.01,"be_right","q","1"
"17","tony","prove","block1",0.04,0.02,"prove","q","1"
"17","zoe","see","block1",0.98,0.99,"see","q","1"
"18","charley","be_annoyed","block2",1,1,"be_annoyed","q","1"
"18","danny","say","block2",0,0.09,"say","q","1"
"18","emily","hear","block2",1,0.97,"hear","q","1"
"18","emma","demonstrate","block2",0.52,0.66,"demonstrate","q","1"
"18","frank","announce","block2",1,0.82,"announce","q","1"
"18","grace","be_right","block2",0.23,0.43,"be_right","q","1"
"18","isabella","pretend","block2",1,0,"pretend","q","1"
"18","jackson","reveal","block2",1,0.73,"reveal","q","1"
"18","jayden","inform","block2",1,0.98,"inform","q","1"
"18","jon","acknowledge","block2",0.28,0.75,"acknowledge","q","1"
"18","josh","know","block2",1,1,"know","q","1"
"18","josie","discover","block2",1,0.89,"discover","q","1"
"18","julian","suggest","block2",0.82,0.23,"suggest","q","1"
"18","mary","see","block2",1,0.98,"see","q","1"
"18","mia","establish","block2",0.05,0.15,"establish","q","1"
"18","olivia","admit","block2",0.48,0.64,"admit","q","1"
"18","owen","think","block2",0.41,0.16,"think","q","1"
"18","sophia","prove","block2",0.17,0.21,"prove","q","1"
"18","tony","confess","block2",0.84,0.71,"confess","q","1"
"18","zoe","confirm","block2",0,0.18,"confirm","q","1"
"19","charley","establish","block1",0,0.47,"establish","q","1"
"19","danny","hear","block1",0.62,0.78,"hear","q","1"
"19","emily","inform","block1",0.48,0.92,"inform","q","1"
"19","emma","admit","block1",0.69,0.41,"admit","q","1"
"19","frank","demonstrate","block1",0.58,0.22,"demonstrate","q","1"
"19","grace","confirm","block1",0.47,0.31,"confirm","q","1"
"19","isabella","confess","block1",0.58,0.62,"confess","q","1"
"19","jackson","discover","block1",0.81,0.77,"discover","q","1"
"19","jayden","see","block1",0.45,0.97,"see","q","1"
"19","jon","prove","block1",0,0.23,"prove","q","1"
"19","josh","say","block1",0.65,0.2,"say","q","1"
"19","josie","know","block1",0.79,0.98,"know","q","1"
"19","julian","acknowledge","block1",0.79,0.44,"acknowledge","q","1"
"19","mary","suggest","block1",0.46,0.26,"suggest","q","1"
"19","mia","announce","block1",0.72,0.5,"announce","q","1"
"19","olivia","think","block1",0.74,0.1,"think","q","1"
"19","owen","reveal","block1",0.71,0.71,"reveal","q","1"
"19","sophia","be_annoyed","block1",0.91,0.95,"be_annoyed","q","1"
"19","tony","pretend","block1",0.79,0.28,"pretend","q","1"
"19","zoe","be_right","block1",0.35,0.61,"be_right","q","1"
"20","charley","discover","block2",0.95,1,"discover","q","1"
"20","danny","confess","block2",0.95,0.21,"confess","q","1"
"20","emily","say","block2",0.2,0.27,"say","q","1"
"20","emma","be_annoyed","block2",1,0.99,"be_annoyed","q","1"
"20","frank","confirm","block2",0.12,0.48,"confirm","q","1"
"20","grace","demonstrate","block2",0.52,0.38,"demonstrate","q","1"
"20","isabella","announce","block2",0.94,0.25,"announce","q","1"
"20","jackson","see","block2",0.22,0.77,"see","q","1"
"20","jayden","reveal","block2",1,0.76,"reveal","q","1"
"20","jon","hear","block2",0.93,0.46,"hear","q","1"
"20","josh","pretend","block2",1,0.08,"pretend","q","1"
"20","josie","prove","block2",0.96,0.38,"prove","q","1"
"20","julian","be_right","block2",0,0.18,"be_right","q","1"
"20","mary","know","block2",1,0.79,"know","q","1"
"20","mia","establish","block2",0.87,0.62,"establish","q","1"
"20","olivia","think","block2",0.97,0.03,"think","q","1"
"20","owen","admit","block2",0.96,0.2,"admit","q","1"
"20","sophia","inform","block2",0.97,0.79,"inform","q","1"
"20","tony","acknowledge","block2",0.67,0.33,"acknowledge","q","1"
"20","zoe","suggest","block2",0.95,0.29,"suggest","q","1"
"21","charley","hear","block1",0,1,"hear","q","1"
"21","danny","inform","block1",0,1,"inform","q","1"
"21","emily","see","block1",0,1,"see","q","1"
"21","emma","announce","block1",0,1,"announce","q","1"
"21","frank","confess","block1",0,1,"confess","q","1"
"21","grace","establish","block1",0,1,"establish","q","1"
"21","isabella","demonstrate","block1",0,1,"demonstrate","q","1"
"21","jackson","admit","block1",0,1,"admit","q","1"
"21","jayden","reveal","block1",0,1,"reveal","q","1"
"21","jon","be_annoyed","block1",1,1,"be_annoyed","q","1"
"21","josh","confirm","block1",0.04,0.69,"confirm","q","1"
"21","josie","suggest","block1",0,0,"suggest","q","1"
"21","julian","acknowledge","block1",0,1,"acknowledge","q","1"
"21","mary","think","block1",0,0,"think","q","1"
"21","mia","pretend","block1",0.21,0,"pretend","q","1"
"21","olivia","prove","block1",0,0,"prove","q","1"
"21","owen","be_right","block1",0,1,"be_right","q","1"
"21","sophia","say","block1",0,0,"say","q","1"
"21","tony","know","block1",1,1,"know","q","1"
"21","zoe","discover","block1",0,0.99,"discover","q","1"
"22","charley","be_right","block2",0,0,"be_right","q","1"
"22","danny","pretend","block2",0.45,0.01,"pretend","q","1"
"22","emily","see","block2",1,0.98,"see","q","1"
"22","emma","acknowledge","block2",0.92,0.99,"acknowledge","q","1"
"22","frank","confirm","block2",0.12,0.01,"confirm","q","1"
"22","grace","hear","block2",0.99,0.99,"hear","q","1"
"22","isabella","establish","block2",0.11,0.87,"establish","q","1"
"22","jackson","announce","block2",1,0.98,"announce","q","1"
"22","jayden","confess","block2",0.99,0.94,"confess","q","1"
"22","jon","think","block2",1,0.01,"think","q","1"
"22","josh","prove","block2",0.05,0.34,"prove","q","1"
"22","josie","admit","block2",0.98,0.98,"admit","q","1"
"22","julian","reveal","block2",0.53,0.98,"reveal","q","1"
"22","mary","discover","block2",0.99,0.91,"discover","q","1"
"22","mia","know","block2",0.99,0.99,"know","q","1"
"22","olivia","suggest","block2",0.12,0.01,"suggest","q","1"
"22","owen","be_annoyed","block2",0.99,0.99,"be_annoyed","q","1"
"22","sophia","inform","block2",1,0.98,"inform","q","1"
"22","tony","say","block2",0.05,0,"say","q","1"
"22","zoe","demonstrate","block2",0.95,0.99,"demonstrate","q","1"
"23","charley","discover","block1",1,1,"discover","q","1"
"23","danny","say","block1",0.03,0,"say","q","1"
"23","emily","demonstrate","block1",1,0.91,"demonstrate","q","1"
"23","emma","pretend","block1",1,0,"pretend","q","1"
"23","frank","confirm","block1",0,0,"confirm","q","1"
"23","grace","establish","block1",0,0,"establish","q","1"
"23","isabella","think","block1",1,0,"think","q","1"
"23","jackson","announce","block1",1,0.8,"announce","q","1"
"23","jayden","hear","block1",1,1,"hear","q","1"
"23","jon","confess","block1",1,1,"confess","q","1"
"23","josh","inform","block1",0.98,1,"inform","q","1"
"23","josie","be_right","block1",0,0,"be_right","q","1"
"23","julian","prove","block1",0.59,0.02,"prove","q","1"
"23","mary","acknowledge","block1",1,1,"acknowledge","q","1"
"23","mia","admit","block1",0.27,1,"admit","q","1"
"23","olivia","suggest","block1",0,0,"suggest","q","1"
"23","owen","see","block1",1,1,"see","q","1"
"23","sophia","know","block1",1,1,"know","q","1"
"23","tony","reveal","block1",0.18,0,"reveal","q","1"
"23","zoe","be_annoyed","block1",1,1,"be_annoyed","q","1"
"24","charley","establish","block2",0.24,0.85,"establish","q","1"
"24","danny","inform","block2",1,0.98,"inform","q","1"
"24","emily","be_right","block2",0,0.01,"be_right","q","1"
"24","emma","discover","block2",0.99,1,"discover","q","1"
"24","frank","reveal","block2",0.3,0.98,"reveal","q","1"
"24","grace","confirm","block2",0.16,0.76,"confirm","q","1"
"24","isabella","demonstrate","block2",0.3,0.94,"demonstrate","q","1"
"24","jackson","be_annoyed","block2",1,1,"be_annoyed","q","1"
"24","jayden","prove","block2",0.88,0.09,"prove","q","1"
"24","jon","admit","block2",0.99,0.7,"admit","q","1"
"24","josh","announce","block2",0.12,0.98,"announce","q","1"
"24","josie","see","block2",0.02,1,"see","q","1"
"24","julian","pretend","block2",1,0.01,"pretend","q","1"
"24","mary","think","block2",0.99,0.03,"think","q","1"
"24","mia","know","block2",1,1,"know","q","1"
"24","olivia","confess","block2",1,1,"confess","q","1"
"24","owen","say","block2",0.32,0.09,"say","q","1"
"24","sophia","acknowledge","block2",0.2,0.99,"acknowledge","q","1"
"24","tony","hear","block2",1,1,"hear","q","1"
"24","zoe","suggest","block2",0.82,0.74,"suggest","q","1"
"25","charley","suggest","block1",1,0.49,"suggest","q","1"
"25","danny","prove","block1",1,0,"prove","q","1"
"25","emily","demonstrate","block1",1,0,"demonstrate","q","1"
"25","emma","announce","block1",1,0.49,"announce","q","1"
"25","frank","confirm","block1",1,0.49,"confirm","q","1"
"25","grace","discover","block1",1,1,"discover","q","1"
"25","isabella","reveal","block1",1,0.51,"reveal","q","1"
"25","jackson","establish","block1",1,0.48,"establish","q","1"
"25","jayden","inform","block1",1,0.97,"inform","q","1"
"25","jon","acknowledge","block1",1,0.72,"acknowledge","q","1"
"25","josh","say","block1",1,0.5,"say","q","1"
"25","josie","think","block1",1,0.49,"think","q","1"
"25","julian","admit","block1",1,0.46,"admit","q","1"
"25","mary","know","block1",1,1,"know","q","1"
"25","mia","see","block1",1,1,"see","q","1"
"25","olivia","be_annoyed","block1",1,1,"be_annoyed","q","1"
"25","owen","pretend","block1",1,0.48,"pretend","q","1"
"25","sophia","confess","block1",1,0.5,"confess","q","1"
"25","tony","be_right","block1",1,0,"be_right","q","1"
"25","zoe","hear","block1",1,0.74,"hear","q","1"
"27","charley","hear","block1",0.81,0.86,"hear","q","1"
"27","danny","think","block1",0.22,0.15,"think","q","1"
"27","emily","demonstrate","block1",0.25,0.8,"demonstrate","q","1"
"27","emma","inform","block1",0.19,0.87,"inform","q","1"
"27","frank","confirm","block1",0.09,0.23,"confirm","q","1"
"27","grace","prove","block1",0.31,0.15,"prove","q","1"
"27","isabella","announce","block1",0.71,0.72,"announce","q","1"
"27","jackson","see","block1",0.67,0.89,"see","q","1"
"27","jayden","be_right","block1",0.05,0.19,"be_right","q","1"
"27","jon","discover","block1",0.88,0.89,"discover","q","1"
"27","josh","suggest","block1",0.33,0.31,"suggest","q","1"
"27","josie","be_annoyed","block1",0.79,0.95,"be_annoyed","q","1"
"27","julian","pretend","block1",0.46,0.13,"pretend","q","1"
"27","mary","acknowledge","block1",0.8,0.92,"acknowledge","q","1"
"27","mia","admit","block1",0.24,0.48,"admit","q","1"
"27","olivia","confess","block1",0.33,0.84,"confess","q","1"
"27","owen","know","block1",0.74,0.92,"know","q","1"
"27","sophia","say","block1",0.32,0.26,"say","q","1"
"27","tony","establish","block1",0.13,0.25,"establish","q","1"
"27","zoe","reveal","block1",0.78,0.93,"reveal","q","1"
"28","charley","see","block1",1,1,"see","q","1"
"28","danny","suggest","block1",0.01,0.12,"suggest","q","1"
"28","emily","be_annoyed","block1",1,1,"be_annoyed","q","1"
"28","emma","confess","block1",0.99,1,"confess","q","1"
"28","frank","hear","block1",1,1,"hear","q","1"
"28","grace","acknowledge","block1",0.17,0.95,"acknowledge","q","1"
"28","isabella","say","block1",1,0,"say","q","1"
"28","jackson","reveal","block1",1,1,"reveal","q","1"
"28","jayden","admit","block1",1,1,"admit","q","1"
"28","jon","establish","block1",0.01,0.02,"establish","q","1"
"28","josh","inform","block1",1,1,"inform","q","1"
"28","josie","be_right","block1",0,0.05,"be_right","q","1"
"28","julian","demonstrate","block1",1,1,"demonstrate","q","1"
"28","mary","confirm","block1",0,0.64,"confirm","q","1"
"28","mia","prove","block1",0,0,"prove","q","1"
"28","olivia","think","block1",1,0,"think","q","1"
"28","owen","know","block1",1,1,"know","q","1"
"28","sophia","pretend","block1",1,0,"pretend","q","1"
"28","tony","discover","block1",1,1,"discover","q","1"
"28","zoe","announce","block1",1,0,"announce","q","1"
